DataSource,Latitude,Longitude,Lake,Region,Year,Month,Day,DOC_mgL,Fish_Species,SampleID,Length_mm,d13C,d15N,C.N,Av_pelagic_d13C,Av_pelagic_d15N,Av_benthic_d13C,Av_benthic_d15N,d13Ccorr.lipids,Pelagic diet proportion,Trophic position
Johnston,48.05,-79.55,Raven,N.Ontario,2009,7,22,7.3,Black bass,3053,288,-25.21,11.68,3.21,-30.86,3.721,-18.81285714,2.084285714,-24.7,0.49,4.6
Johnston,48.05,-79.55,Raven,N.Ontario,2009,7,21,7.3,Black bass,3051,238,-26.19,9.86,3.2,-30.86,3.721,-18.81285714,2.084285714,-25.7,0.57,4
Johnston,48.05,-79.55,Raven,N.Ontario,2009,7,23,7.3,Black bass,3060,223,-26.17,10.07,3.19,-30.86,3.721,-18.81285714,2.084285714,-25.7,0.57,4.1
Johnston,48.05,-79.55,Raven,N.Ontario,2009,7,22,7.3,Black bass,3054,194,-21.33,8.71,3.23,-30.86,3.721,-18.81285714,2.084285714,-20.8,0.16,3.9
Johnston,48.05,-79.55,Raven,N.Ontario,2009,7,21,7.3,Walleye,3069,631,-27.22,11.37,3.16,-30.86,3.721,-18.81285714,2.084285714,-26.9,0.67,4.4
Johnston,48.05,-79.55,Raven,N.Ontario,2009,7,21,7.3,Walleye,3064,627,-27.43,11.17,3.26,-30.86,3.721,-18.81285714,2.084285714,-26.9,0.67,4.3
Johnston,48.05,-79.55,Raven,N.Ontario,2009,7,21,7.3,Walleye,3066,583,-27.1,12.13,3.19,-30.86,3.721,-18.81285714,2.084285714,-26.7,0.65,4.6
Johnston,48.05,-79.55,Raven,N.Ontario,2009,7,21,7.3,Walleye,3068,537,-27.46,11.77,3.25,-30.86,3.721,-18.81285714,2.084285714,-26.9,0.67,4.5
Johnston,48.05,-79.55,Raven,N.Ontario,2009,7,21,7.3,Walleye,3062,504,-28.01,11.02,3.38,-30.86,3.721,-18.81285714,2.084285714,-27.2,0.7,4.3
Johnston,48.05,-79.55,Raven,N.Ontario,2009,7,21,7.3,Walleye,3063,470,-27.19,11.83,3.23,-30.86,3.721,-18.81285714,2.084285714,-26.7,0.65,4.6
Johnston,48.05,-79.55,Raven,N.Ontario,2009,7,21,7.3,Walleye,3061,437,-27.23,10.63,3.27,-30.86,3.721,-18.81285714,2.084285714,-26.6,0.65,4.2
Johnston,48.05,-79.55,Raven,N.Ontario,2009,7,21,7.3,Walleye,3067,382,-27.74,9.88,3.19,-30.86,3.721,-18.81285714,2.084285714,-27.3,0.7,4
Johnston,48.05,-79.55,Raven,N.Ontario,2009,7,21,7.3,Walleye,3070,345,-27.12,9.91,3.2,-30.86,3.721,-18.81285714,2.084285714,-26.7,0.65,4
Johnston,48.05,-79.55,Raven,N.Ontario,2009,7,21,7.3,Walleye,3065,340,-27.02,9.84,3.2,-30.86,3.721,-18.81285714,2.084285714,-26.6,0.65,4
Johnston,48.35,-90.33,Jacob,N.Ontario,2011,NA,NA,9,Northern pike,8921,616,-25.85,10.85,3.19,-30.841,4.238,-18.722,2.22,-25.4,0.55,4.2
Johnston,48.35,-90.33,Jacob,N.Ontario,2011,NA,NA,9,Northern pike,8915,570,-25.62,10.22,3.18,-30.841,4.238,-18.722,2.22,-25.2,0.53,4
Johnston,48.35,-90.33,Jacob,N.Ontario,2011,NA,NA,9,Northern pike,8912,569,-25.77,10.24,3.15,-30.841,4.238,-18.722,2.22,-25.4,0.55,4
Johnston,48.35,-90.33,Jacob,N.Ontario,2011,NA,NA,9,Northern pike,8914,567,-24.93,10.29,3.12,-30.841,4.238,-18.722,2.22,-24.7,0.49,4.1
Johnston,48.35,-90.33,Jacob,N.Ontario,2011,NA,NA,9,Northern pike,8916,558,-25.23,10.42,3.15,-30.841,4.238,-18.722,2.22,-24.9,0.51,4.1
Johnston,48.35,-90.33,Jacob,N.Ontario,2011,NA,NA,9,Northern pike,8918,513,-26.11,9.68,3.2,-30.841,4.238,-18.722,2.22,-25.7,0.58,3.8
Johnston,48.35,-90.33,Jacob,N.Ontario,2011,NA,NA,9,Northern pike,8917,500,-26.52,10.26,3.24,-30.841,4.238,-18.722,2.22,-26,0.6,4
Johnston,48.35,-90.33,Jacob,N.Ontario,2011,NA,NA,9,Northern pike,8920,484,-25.63,9.96,3.16,-30.841,4.238,-18.722,2.22,-25.3,0.54,4
Johnston,48.35,-90.33,Jacob,N.Ontario,2011,NA,NA,9,Northern pike,8919,476,-25.75,9.87,3.14,-30.841,4.238,-18.722,2.22,-25.4,0.55,3.9
Johnston,48.35,-90.33,Jacob,N.Ontario,2011,8,13,9,Black bass,7436,455,-26.31,9.6,3.32,-30.841,4.238,-18.722,2.22,-25.6,0.57,3.8
Johnston,48.35,-90.33,Jacob,N.Ontario,2011,8,13,9,Black bass,7431,438.34,-25.29,9.53,3.22,-30.841,4.238,-18.722,2.22,-24.8,0.5,3.9
Johnston,48.35,-90.33,Jacob,N.Ontario,2011,8,13,9,Black bass,7440,438,-26.04,9.86,3.16,-30.841,4.238,-18.722,2.22,-25.7,0.58,3.9
Johnston,48.35,-90.33,Jacob,N.Ontario,2011,8,13,9,Black bass,7434,425,-26.56,9.93,3.42,-30.841,4.238,-18.722,2.22,-25.7,0.58,3.9
Johnston,48.35,-90.33,Jacob,N.Ontario,2011,8,13,9,Black bass,7444,423,-24.5,9.2,3.46,-30.841,4.238,-18.722,2.22,-23.5,0.39,3.8
Johnston,48.35,-90.33,Jacob,N.Ontario,2011,8,13,9,Black bass,7432,421,-23.93,8.99,3.2,-30.841,4.238,-18.722,2.22,-23.5,0.39,3.8
Johnston,48.35,-90.33,Jacob,N.Ontario,2011,8,13,9,Black bass,7445,419,-26.5,9.55,3.28,-30.841,4.238,-18.722,2.22,-25.9,0.59,3.8
Johnston,48.35,-90.33,Jacob,N.Ontario,2011,8,13,9,Black bass,7448,416,-25.34,9.1,3.39,-30.841,4.238,-18.722,2.22,-24.5,0.48,3.7
Johnston,48.35,-90.33,Jacob,N.Ontario,2011,8,13,9,Black bass,7438,410,-26.99,10.23,3.25,-30.841,4.238,-18.722,2.22,-26.4,0.63,4
Johnston,48.35,-90.33,Jacob,N.Ontario,2011,8,13,9,Black bass,7441,409,-24.74,9.36,3.3,-30.841,4.238,-18.722,2.22,-24.1,0.44,3.8
Johnston,48.35,-90.33,Jacob,N.Ontario,2011,8,13,9,Black bass,7443,404,-24.59,9.38,3.28,-30.841,4.238,-18.722,2.22,-24,0.44,3.8
Johnston,48.35,-90.33,Jacob,N.Ontario,2011,8,13,9,Black bass,7437,387,-24.29,10.13,3.28,-30.841,4.238,-18.722,2.22,-23.7,0.41,4.1
Johnston,48.35,-90.33,Jacob,N.Ontario,2011,8,13,9,Black bass,7435,383,-24.97,9.46,3.34,-30.841,4.238,-18.722,2.22,-24.2,0.45,3.9
Johnston,48.35,-90.33,Jacob,N.Ontario,2011,8,13,9,Black bass,7447,376,-24.98,8.97,3.59,-30.841,4.238,-18.722,2.22,-23.8,0.42,3.7
Johnston,48.35,-90.33,Jacob,N.Ontario,2011,8,13,9,Black bass,7433,375,-24.26,9.52,3.28,-30.841,4.238,-18.722,2.22,-23.7,0.41,3.9
Johnston,48.35,-90.33,Jacob,N.Ontario,2011,8,13,9,Black bass,7439,373,-23.76,9.48,3.25,-30.841,4.238,-18.722,2.22,-23.2,0.37,3.9
Johnston,48.35,-90.33,Jacob,N.Ontario,2011,8,13,9,Black bass,7450,365,-23.92,8.96,3.4,-30.841,4.238,-18.722,2.22,-23.1,0.36,3.8
Johnston,48.35,-90.33,Jacob,N.Ontario,2011,8,13,9,Black bass,7449,324,-24.46,9.66,3.3,-30.841,4.238,-18.722,2.22,-23.8,0.42,3.9
Johnston,48.35,-90.33,Jacob,N.Ontario,2011,8,13,9,Black bass,7442,232.14,-24.62,9.01,3.24,-30.841,4.238,-18.722,2.22,-24.1,0.44,3.7
Johnston,48.35,-90.33,Jacob,N.Ontario,2011,8,13,9,Black bass,7446,159,-25.66,8.82,3.31,-30.841,4.238,-18.722,2.22,-25,0.52,3.6
Johnston,48.35,-90.33,Jacob,N.Ontario,2011,8,13,9,Walleye,7430,694,-27.61,11,3.18,-30.841,4.238,-18.722,2.22,-27.2,0.7,4.2
Johnston,48.35,-90.33,Jacob,N.Ontario,2011,8,13,9,Walleye,7421,664,-27.18,11.38,3.09,-30.841,4.238,-18.722,2.22,-27,0.68,4.3
Johnston,48.35,-90.33,Jacob,N.Ontario,2011,8,13,9,Walleye,7414,540,-25.73,10.95,3.29,-30.841,4.238,-18.722,2.22,-25.1,0.53,4.3
Johnston,48.35,-90.33,Jacob,N.Ontario,2011,8,13,9,Walleye,7425,518,-25.85,11.36,3.2,-30.841,4.238,-18.722,2.22,-25.4,0.55,4.4
Johnston,48.35,-90.33,Jacob,N.Ontario,2011,8,13,9,Walleye,7427,510,-26.33,10.3,3.21,-30.841,4.238,-18.722,2.22,-25.9,0.59,4
Johnston,48.35,-90.33,Jacob,N.Ontario,2011,8,13,9,Walleye,7411,505,-24.93,11.66,3.31,-30.841,4.238,-18.722,2.22,-24.3,0.46,4.5
Johnston,48.35,-90.33,Jacob,N.Ontario,2011,8,13,9,Walleye,7416,491,-26.09,11.84,3.31,-30.841,4.238,-18.722,2.22,-25.4,0.55,4.5
Johnston,48.35,-90.33,Jacob,N.Ontario,2011,8,13,9,Walleye,7417,479,-27.12,11.19,3.41,-30.841,4.238,-18.722,2.22,-26.3,0.63,4.3
Johnston,48.35,-90.33,Jacob,N.Ontario,2011,8,13,9,Walleye,7415,454,-26.35,10.74,3.27,-30.841,4.238,-18.722,2.22,-25.8,0.58,4.2
Johnston,48.35,-90.33,Jacob,N.Ontario,2011,8,13,9,Walleye,7413,445,-26.59,10.5,3.25,-30.841,4.238,-18.722,2.22,-26,0.6,4.1
Johnston,48.35,-90.33,Jacob,N.Ontario,2011,8,13,9,Walleye,7426,439,-25.67,9.77,3.2,-30.841,4.238,-18.722,2.22,-25.2,0.53,3.9
Johnston,48.35,-90.33,Jacob,N.Ontario,2011,8,13,9,Walleye,7420,395,-25.86,10.32,3.12,-30.841,4.238,-18.722,2.22,-25.6,0.57,4
Johnston,48.35,-90.33,Jacob,N.Ontario,2011,8,13,9,Walleye,7424,390,-25.42,10.39,3.2,-30.841,4.238,-18.722,2.22,-25,0.52,4.1
Johnston,48.35,-90.33,Jacob,N.Ontario,2011,8,13,9,Walleye,7429,380,-24.51,10.45,3.37,-30.841,4.238,-18.722,2.22,-23.7,0.41,4.2
Johnston,48.35,-90.33,Jacob,N.Ontario,2011,8,13,9,Walleye,7423,371,-26.17,10.3,3.27,-30.841,4.238,-18.722,2.22,-25.6,0.57,4
Johnston,48.35,-90.33,Jacob,N.Ontario,2011,8,13,9,Walleye,7412,363,-24.68,9.59,3.23,-30.841,4.238,-18.722,2.22,-24.2,0.45,3.9
Johnston,48.35,-90.33,Jacob,N.Ontario,2011,8,13,9,Walleye,7419,290,-24.92,9.26,3.22,-30.841,4.238,-18.722,2.22,-24.4,0.47,3.8
Johnston,48.35,-90.33,Jacob,N.Ontario,2011,8,13,9,Walleye,7418,288,-25.12,9.72,3.22,-30.841,4.238,-18.722,2.22,-24.6,0.49,3.9
Johnston,48.35,-90.33,Jacob,N.Ontario,2011,8,13,9,Walleye,7422,223,-25.49,8.54,3.14,-30.841,4.238,-18.722,2.22,-25.2,0.53,3.5
Johnston,48.35,-90.33,Jacob,N.Ontario,2011,8,13,9,Walleye,7428,175,-27.17,9.14,3.16,-30.841,4.238,-18.722,2.22,-26.8,0.67,3.6
Johnston,52.22,-93.73,McInnes,N.Ontario,2011,NA,NA,9,Northern pike,7038,647,-25.27,9.13,3.15,-29.63,2.39,-18.43,1.21,-24.9,0.58,4.1
Johnston,52.22,-93.73,McInnes,N.Ontario,2011,NA,NA,9,Northern pike,7037,605,-26.6,9.32,3.15,-29.63,2.39,-18.43,1.21,-26.3,0.7,4.1
Johnston,52.22,-93.73,McInnes,N.Ontario,2011,NA,NA,9,Northern pike,7036,594,-25.22,8.83,3.16,-29.63,2.39,-18.43,1.21,-24.9,0.58,4
Johnston,52.22,-93.73,McInnes,N.Ontario,2011,NA,NA,9,Northern pike,7035,565,-24.4,8.79,3.13,-29.63,2.39,-18.43,1.21,-24.1,0.51,4.1
Johnston,52.22,-93.73,McInnes,N.Ontario,2011,NA,NA,9,Northern pike,7034,555,-23.02,8.62,3.15,-29.63,2.39,-18.43,1.21,-22.7,0.38,4
Johnston,52.22,-93.73,McInnes,N.Ontario,2011,NA,NA,9,Northern pike,7033,554,-26.48,9.35,3.17,-29.63,2.39,-18.43,1.21,-26.1,0.68,4.2
Johnston,52.22,-93.73,McInnes,N.Ontario,2011,NA,NA,9,Northern pike,7032,529,-24.43,8.95,3.15,-29.63,2.39,-18.43,1.21,-24.1,0.51,4.1
Johnston,52.22,-93.73,McInnes,N.Ontario,2011,NA,NA,9,Northern pike,7031,507,-27.39,8.93,3.12,-29.63,2.39,-18.43,1.21,-27.1,0.77,4
Johnston,52.22,-93.73,McInnes,N.Ontario,2011,NA,NA,9,Northern pike,7030,466,-23.83,8.24,3.21,-29.63,2.39,-18.43,1.21,-23.4,0.44,3.9
Johnston,52.22,-93.73,McInnes,N.Ontario,2011,NA,NA,9,Northern pike,7029,420,-23.76,7.84,3.17,-29.63,2.39,-18.43,1.21,-23.4,0.44,3.8
Johnston,52.22,-93.73,McInnes,N.Ontario,2011,NA,NA,9,Walleye,7048,574,-27.01,9.28,3.11,-29.63,2.39,-18.43,1.21,-26.8,0.75,4.1
Johnston,52.22,-93.73,McInnes,N.Ontario,2011,NA,NA,9,Walleye,7047,514,-26.46,9.22,3.11,-29.63,2.39,-18.43,1.21,-26.2,0.69,4.1
Johnston,52.22,-93.73,McInnes,N.Ontario,2011,NA,NA,9,Walleye,7046,444,-27.79,9.07,3.2,-29.63,2.39,-18.43,1.21,-27.3,0.79,4
Johnston,52.22,-93.73,McInnes,N.Ontario,2011,NA,NA,9,Walleye,7045,416,-27.26,8.72,3.19,-29.63,2.39,-18.43,1.21,-26.8,0.75,3.9
Johnston,52.22,-93.73,McInnes,N.Ontario,2011,NA,NA,9,Walleye,7044,397,-25.95,8.46,3.14,-29.63,2.39,-18.43,1.21,-25.6,0.64,3.9
Johnston,52.22,-93.73,McInnes,N.Ontario,2011,NA,NA,9,Walleye,7043,350,-28.26,8.64,3.12,-29.63,2.39,-18.43,1.21,-28,0.85,3.9
Johnston,52.22,-93.73,McInnes,N.Ontario,2011,NA,NA,9,Walleye,7042,304,-25.23,8.19,3.13,-29.63,2.39,-18.43,1.21,-24.9,0.58,3.9
Johnston,52.22,-93.73,McInnes,N.Ontario,2011,NA,NA,9,Walleye,7041,259,-26.39,8.35,3.12,-29.63,2.39,-18.43,1.21,-26.1,0.68,3.9
Johnston,52.22,-93.73,McInnes,N.Ontario,2011,NA,NA,9,Walleye,7040,186,-27.94,8.2,3.16,-29.63,2.39,-18.43,1.21,-27.6,0.82,3.8
Johnston,52.22,-93.73,McInnes,N.Ontario,2011,NA,NA,9,Walleye,7039,169,-25.95,7.28,3.17,-29.63,2.39,-18.43,1.21,-25.6,0.64,3.6
Johnston,48.74,-92.68,Bad Vermilion,N.Ontario,2017,NA,NA,5.5,Northern pike,17970,684,-23.13,8.61,3.08,-29.042,1.847,-18.154,0.624,-23,0.45,4.2
Johnston,48.74,-92.68,Bad Vermilion,N.Ontario,2017,NA,NA,5.5,Northern pike,17968,675,-23.27,8.75,3.1,-29.042,1.847,-18.154,0.624,-23,0.45,4.2
Johnston,48.74,-92.68,Bad Vermilion,N.Ontario,2016,7,10,5.5,Northern pike,17453,635,-25.61,9.31,3.22,-29.042,1.847,-18.154,0.624,-25.1,0.64,4.3
Johnston,48.74,-92.68,Bad Vermilion,N.Ontario,2016,7,10,5.5,Northern pike,17456,634,-23.45,8.71,3.14,-29.042,1.847,-18.154,0.624,-23.1,0.45,4.2
Johnston,48.74,-92.68,Bad Vermilion,N.Ontario,2016,7,10,5.5,Northern pike,17451,634,-24.5,9.02,3.19,-29.042,1.847,-18.154,0.624,-24.1,0.55,4.3
Johnston,48.74,-92.68,Bad Vermilion,N.Ontario,2016,7,10,5.5,Northern pike,17454,633,-21.7,8.56,3.16,-29.042,1.847,-18.154,0.624,-21.3,0.29,4.2
Johnston,48.74,-92.68,Bad Vermilion,N.Ontario,2016,7,10,5.5,Northern pike,17455,629,-24.8,9.49,3.22,-29.042,1.847,-18.154,0.624,-24.3,0.56,4.4
Johnston,48.74,-92.68,Bad Vermilion,N.Ontario,2016,7,10,5.5,Northern pike,17452,566,-24.21,8.97,3.18,-29.042,1.847,-18.154,0.624,-23.8,0.52,4.3
Johnston,48.74,-92.68,Bad Vermilion,N.Ontario,2017,NA,NA,5.5,Northern pike,17969,511,-24,7.64,3.09,-29.042,1.847,-18.154,0.624,-23.8,0.52,3.9
Johnston,48.74,-92.68,Bad Vermilion,N.Ontario,2017,NA,NA,5.5,Northern pike,17971,479,-24.62,7.79,3.13,-29.042,1.847,-18.154,0.624,-24.3,0.56,3.9
Johnston,48.74,-92.68,Bad Vermilion,N.Ontario,2016,7,10,5.8,Black bass,17462,481,-23.66,8.79,3.25,-29.042,1.847,-18.154,0.624,-23.1,0.45,4.2
Johnston,48.74,-92.68,Bad Vermilion,N.Ontario,2016,7,10,5.8,Black bass,17463,472,-20.01,7.91,3.41,-29.042,1.847,-18.154,0.624,-19.2,0.1,4.1
Johnston,48.74,-92.68,Bad Vermilion,N.Ontario,2016,7,10,5.8,Black bass,17464,450,-23.27,8.02,3.37,-29.042,1.847,-18.154,0.624,-22.5,0.4,4
Johnston,48.74,-92.68,Bad Vermilion,N.Ontario,2016,7,10,5.8,Black bass,17461,448,-24.01,8.67,3.28,-29.042,1.847,-18.154,0.624,-23.4,0.48,4.2
Johnston,48.74,-92.68,Bad Vermilion,N.Ontario,2016,7,10,5.8,Black bass,17465,446,-23.49,8.13,3.38,-29.042,1.847,-18.154,0.624,-22.7,0.42,4.1
Johnston,48.74,-92.68,Bad Vermilion,N.Ontario,2016,7,10,5.8,Black bass,17458,425,-19.25,7.04,3.24,-29.042,1.847,-18.154,0.624,-18.7,0.05,3.9
Johnston,48.74,-92.68,Bad Vermilion,N.Ontario,2016,7,10,5.8,Black bass,17460,422,-20.59,7.07,3.21,-29.042,1.847,-18.154,0.624,-20.1,0.18,3.8
Johnston,48.74,-92.68,Bad Vermilion,N.Ontario,2016,7,10,5.8,Black bass,17459,417,-21.86,8.16,3.27,-29.042,1.847,-18.154,0.624,-21.3,0.29,4.1
Johnston,48.74,-92.68,Bad Vermilion,N.Ontario,2016,7,10,5.8,Black bass,17467,375,-20.27,7.98,3.25,-29.042,1.847,-18.154,0.624,-19.7,0.14,4.1
Johnston,48.74,-92.68,Bad Vermilion,N.Ontario,2016,7,10,5.8,Black bass,17466,347,-23.26,8.08,3.28,-29.042,1.847,-18.154,0.624,-22.7,0.42,4
Johnston,48.74,-92.68,Bad Vermilion,N.Ontario,2016,7,10,5.5,Walleye,17474,620,-25.95,8.99,3.36,-29.042,1.847,-18.154,0.624,-25.2,0.65,4.2
Johnston,48.74,-92.68,Bad Vermilion,N.Ontario,2016,7,10,5.5,Walleye,17473,595,-27.85,9.21,4.63,-29.042,1.847,-18.154,0.624,-25.3,0.66,4.3
Johnston,48.74,-92.68,Bad Vermilion,N.Ontario,2016,7,10,5.5,Walleye,17476,557,-25.71,9.49,3.39,-29.042,1.847,-18.154,0.624,-24.9,0.62,4.4
Johnston,48.74,-92.68,Bad Vermilion,N.Ontario,2016,7,10,5.5,Walleye,17475,546,-27.55,8.92,4.53,-29.042,1.847,-18.154,0.624,-25.1,0.64,4.2
Johnston,48.74,-92.68,Bad Vermilion,N.Ontario,2016,7,10,5.5,Walleye,17477,538,-25.41,9.68,3.49,-29.042,1.847,-18.154,0.624,-24.4,0.57,4.5
Johnston,48.74,-92.68,Bad Vermilion,N.Ontario,2016,7,10,5.5,Walleye,17468,528,-25.74,8.95,3.25,-29.042,1.847,-18.154,0.624,-25.2,0.65,4.2
Johnston,48.74,-92.68,Bad Vermilion,N.Ontario,2016,7,10,5.5,Walleye,17469,519,-25.57,8.89,3.25,-29.042,1.847,-18.154,0.624,-25,0.63,4.2
Johnston,48.74,-92.68,Bad Vermilion,N.Ontario,2016,7,10,5.5,Walleye,17470,497,-25.61,8.45,3.24,-29.042,1.847,-18.154,0.624,-25.1,0.64,4.1
Johnston,48.74,-92.68,Bad Vermilion,N.Ontario,2016,7,10,5.5,Walleye,17472,458,-25.54,8.12,3.21,-29.042,1.847,-18.154,0.624,-25.1,0.64,4
Johnston,48.74,-92.68,Bad Vermilion,N.Ontario,2016,7,10,5.5,Walleye,17471,434,-25.66,8.27,3.24,-29.042,1.847,-18.154,0.624,-25.1,0.64,4
Johnston,46.28,-80,Nipissing,N.Ontario,2012,NA,NA,5.4,Northern pike,10264,812,-24.34,12.42,3.17,-28.13,4.33,-18.04,3.1,-24,0.59,4.5
Johnston,46.28,-80,Nipissing,N.Ontario,2012,NA,NA,5.4,Northern pike,10265,781,-25.23,12.38,3.2,-28.13,4.33,-18.04,3.1,-24.8,0.67,4.5
Johnston,46.28,-80,Nipissing,N.Ontario,2013,NA,NA,5.4,Northern pike,11175,697,-25.42,11.9,3.17,-28.13,4.33,-18.04,3.1,-25,0.69,4.3
Johnston,46.28,-80,Nipissing,N.Ontario,2013,NA,NA,5.4,Northern pike,11176,637,-24.54,11.64,3.26,-28.13,4.33,-18.04,3.1,-24,0.59,4.3
Johnston,46.28,-80,Nipissing,N.Ontario,2012,NA,NA,5.4,Northern pike,10261,591,-24.6,10.62,3.2,-28.13,4.33,-18.04,3.1,-24.2,0.61,4
Johnston,46.28,-80,Nipissing,N.Ontario,2012,NA,NA,5.4,Northern pike,10263,580,-23.47,10.68,3.2,-28.13,4.33,-18.04,3.1,-23,0.49,4.1
Johnston,46.28,-80,Nipissing,N.Ontario,2012,NA,NA,5.4,Northern pike,10262,561,-26.24,10.93,3.21,-28.13,4.33,-18.04,3.1,-25.8,0.77,4
Johnston,46.28,-80,Nipissing,N.Ontario,2012,NA,NA,5.4,Northern pike,10268,531,-25.13,11.51,3.16,-28.13,4.33,-18.04,3.1,-24.8,0.67,4.2
Johnston,46.28,-80,Nipissing,N.Ontario,2012,NA,NA,5.4,Northern pike,10260,518,-24.52,10.22,3.19,-28.13,4.33,-18.04,3.1,-24.1,0.6,3.9
Johnston,46.28,-80,Nipissing,N.Ontario,2012,NA,NA,5.4,Northern pike,10267,512,-24.56,10.59,3.21,-28.13,4.33,-18.04,3.1,-24.1,0.6,4
Johnston,46.28,-80,Nipissing,N.Ontario,2012,NA,NA,5.4,Northern pike,10266,485,-23.76,10.4,3.17,-28.13,4.33,-18.04,3.1,-23.4,0.53,4
Johnston,46.28,-80,Nipissing,N.Ontario,2012,NA,NA,5.4,Black bass,10272,462,-24.4,12.43,3.56,-28.13,4.33,-18.04,3.1,-23.3,0.52,4.6
Johnston,46.28,-80,Nipissing,N.Ontario,2012,NA,NA,5.4,Black bass,10278,439,-22.85,11.24,3.28,-28.13,4.33,-18.04,3.1,-22.2,0.41,4.2
Johnston,46.28,-80,Nipissing,N.Ontario,2012,NA,NA,5.4,Black bass,10277,430,-21.77,11,3.26,-28.13,4.33,-18.04,3.1,-21.2,0.31,4.2
Johnston,46.28,-80,Nipissing,N.Ontario,2012,NA,NA,5.4,Black bass,10275,371,-22.2,10.59,3.23,-28.13,4.33,-18.04,3.1,-21.7,0.36,4.1
Johnston,46.28,-80,Nipissing,N.Ontario,2012,NA,NA,5.4,Black bass,10276,363,-24.49,11.12,3.36,-28.13,4.33,-18.04,3.1,-23.7,0.56,4.2
Johnston,46.28,-80,Nipissing,N.Ontario,2012,NA,NA,5.4,Black bass,10270,330,-22.99,10.98,3.24,-28.13,4.33,-18.04,3.1,-22.5,0.44,4.2
Johnston,46.28,-80,Nipissing,N.Ontario,2012,NA,NA,5.4,Black bass,10271,315,-25.4,12.24,3.32,-28.13,4.33,-18.04,3.1,-24.7,0.66,4.4
Johnston,46.28,-80,Nipissing,N.Ontario,2012,NA,NA,5.4,Black bass,10274,282,-24.71,11.78,3.39,-28.13,4.33,-18.04,3.1,-23.9,0.58,4.3
Johnston,46.28,-80,Nipissing,N.Ontario,2012,NA,NA,5.4,Black bass,10281,272,-21.69,11.24,3.28,-28.13,4.33,-18.04,3.1,-21.1,0.3,4.3
Johnston,46.28,-80,Nipissing,N.Ontario,2013,NA,NA,5.4,Black bass,11179,269,-25.41,11.99,3.26,-28.13,4.33,-18.04,3.1,-24.8,0.67,4.4
Johnston,46.28,-80,Nipissing,N.Ontario,2013,NA,NA,5.4,Black bass,11178,264,-24.77,11.78,3.27,-28.13,4.33,-18.04,3.1,-24.2,0.61,4.3
Johnston,46.28,-80,Nipissing,N.Ontario,2012,NA,NA,5.4,Black bass,10279,255,-25.28,11.91,3.5,-28.13,4.33,-18.04,3.1,-24.3,0.62,4.4
Johnston,46.28,-80,Nipissing,N.Ontario,2012,NA,NA,5.4,Black bass,10273,220,-24.13,11.29,3.27,-28.13,4.33,-18.04,3.1,-23.5,0.54,4.2
Johnston,46.28,-80,Nipissing,N.Ontario,2012,NA,NA,5.4,Black bass,10283,208,-25.02,11.82,3.25,-28.13,4.33,-18.04,3.1,-24.5,0.64,4.3
Johnston,46.28,-80,Nipissing,N.Ontario,2012,NA,NA,5.4,Black bass,10284,204,-25.22,12.12,3.31,-28.13,4.33,-18.04,3.1,-24.6,0.65,4.4
Johnston,46.28,-80,Nipissing,N.Ontario,2012,NA,NA,5.4,Black bass,10280,182,-24.52,10.79,3.3,-28.13,4.33,-18.04,3.1,-23.9,0.58,4.1
Johnston,46.28,-80,Nipissing,N.Ontario,2012,NA,NA,5.4,Black bass,10282,182,-24.99,11.24,3.26,-28.13,4.33,-18.04,3.1,-24.4,0.63,4.2
Johnston,46.28,-80,Nipissing,N.Ontario,2003,NA,NA,5.4,Walleye,NA,739.78,-24.66,11.74,3.17,-28.13,4.33,-18.04,3.1,-24.3,0.62,4.3
Johnston,46.28,-80,Nipissing,N.Ontario,2003,NA,NA,5.4,Walleye,NA,712.56,-24.88,12.21,3.29,-28.13,4.33,-18.04,3.1,-24.3,0.62,4.5
Johnston,46.28,-80,Nipissing,N.Ontario,2012,NA,NA,5.4,Walleye,10301,712,-25.26,12.6,3.09,-28.13,4.33,-18.04,3.1,-25.1,0.7,4.5
Johnston,46.28,-80,Nipissing,N.Ontario,2003,NA,NA,5.4,Walleye,NA,670.68,-24.58,12.17,3.16,-28.13,4.33,-18.04,3.1,-24.2,0.61,4.4
Johnston,46.28,-80,Nipissing,N.Ontario,2012,NA,NA,5.4,Walleye,10297,658,-24.91,13.02,3.18,-28.13,4.33,-18.04,3.1,-24.5,0.64,4.7
Johnston,46.28,-80,Nipissing,N.Ontario,2012,NA,NA,5.4,Walleye,NA,654.98,-22.43,11.92,3.03,-28.13,4.33,-18.04,3.1,-22.4,0.43,4.4
Johnston,46.28,-80,Nipissing,N.Ontario,2012,NA,NA,5.4,Walleye,9014,650,-22.43,11.92,3.03,-28.13,4.33,-18.04,3.1,-22.4,0.43,4.4
Johnston,46.28,-80,Nipissing,N.Ontario,2003,NA,NA,5.4,Walleye,NA,631.94,-24.98,12.1,3.2,-28.13,4.33,-18.04,3.1,-24.5,0.64,4.4
Johnston,46.28,-80,Nipissing,N.Ontario,2012,NA,NA,5.4,Walleye,8999,626,-23.53,12.52,2.99,-28.13,4.33,-18.04,3.1,-23.6,0.55,4.6
Johnston,46.28,-80,Nipissing,N.Ontario,2012,NA,NA,5.4,Walleye,NA,623.57,-25.14,12.64,3.12,-28.13,4.33,-18.04,3.1,-24.9,0.68,4.6
